title,speaker,date,rated_bool,ratings,duration,url
"Global warming's theme song, ""Manhattan in January""",Jill Sobule,Apr 2007,True,"Funny, Beautiful",2:43,https://www.ted.com/talks/jill_sobule_sings_to_al_gore
Join the SETI search,Jill Tarter,Feb 2009,True,"Inspiring, Fascinating",21:23,https://www.ted.com/talks/jill_tarter_s_call_to_join_the_seti_search
How quantum biology might explain life’s biggest questions,Jim Al-Khalili,Aug 2015,True,"Fascinating, Informative",16:09,https://www.ted.com/talks/jim_al_khalili_how_quantum_biology_might_explain_life_s_biggest_questions
Exploring the mind of a killer,Jim Fallon,Jul 2009,True,"Informative, Fascinating",6:32,https://www.ted.com/talks/jim_fallon_exploring_the_mind_of_a_killer
5 ways to lead in an era of constant change,Jim Hemerling,Oct 2016,True,"Inspiring, Informative",13:21,https://www.ted.com/talks/jim_hemerling_5_ways_to_lead_in_an_era_of_constant_change
Why does the universe exist?,Jim Holt,Sep 2014,True,"Fascinating, Funny",17:17,https://www.ted.com/talks/jim_holt_why_does_the_universe_exist
The mathematician who cracked Wall Street,Jim Simons,Sep 2015,True,"Inspiring, Informative",23:03,https://www.ted.com/talks/jim_simons_a_rare_interview_with_the_mathematician_who_cracked_wall_street
Learning from Sherman the shark,Jim Toomey,Aug 2010,True,"Inspiring, Funny",14:15,https://www.ted.com/talks/jim_toomey_learning_from_sherman_the_shark
Doesn't everyone deserve a chance at a good life?,Jim Yong Kim,Jun 2017,True,"Inspiring, Persuasive",22:12,https://www.ted.com/talks/jim_yong_kim_doesn_t_everyone_deserve_a_chance_at_a_good_life
Why I believe the mistreatment of women is the number one human rights abuse,Jimmy Carter,Jun 2015,True,"Informative, Inspiring",16:36,https://www.ted.com/talks/jimmy_carter_why_i_believe_the_mistreatment_of_women_is_the_number_one_human_rights_abuse
A simple new blood test that can catch cancer early,Jimmy Lin,Jul 2017,True,"Informative, Inspiring",12:10,https://www.ted.com/talks/jimmy_lin_a_simple_new_blood_test_that_can_catch_cancer_early
Gorgeous portraits of the world's vanishing people,Jimmy Nelson,May 2015,True,"Beautiful, Inspiring",17:18,https://www.ted.com/talks/jimmy_nelson_gorgeous_portraits_of_the_world_s_vanishing_people
The birth of Wikipedia,Jimmy Wales,Aug 2006,True,"Informative, Inspiring",20:01,https://www.ted.com/talks/jimmy_wales_on_the_birth_of_wikipedia
Reach into the computer and grab a pixel,Jinha Lee,Jul 2013,True,"Fascinating, Ingenious",5:07,https://www.ted.com/talks/jinha_lee_a_tool_that_lets_you_touch_pixels
Design for all 5 senses,Jinsop Lee,Aug 2013,True,"Inspiring, Fascinating",9:03,https://www.ted.com/talks/jinsop_lee_design_for_all_5_senses
The fringe benefits of failure,JK Rowling,Jan 2010,True,"Inspiring, Beautiful",20:58,https://www.ted.com/talks/jk_rowling_the_fringe_benefits_of_failure
Don't eat the marshmallow!,Joachim de Posada,May 2009,True,"Funny, Fascinating",5:58,https://www.ted.com/talks/joachim_de_posada_says_don_t_eat_the_marshmallow_yet
Free yourself from your filter bubbles,Joan Blades and John Gable,Dec 2017,True,"Inspiring, Informative",9:18,https://www.ted.com/talks/joan_blades_and_john_gable_free_yourself_from_your_filter_bubbles
Compassion and the true meaning of empathy,Joan Halifax,Sep 2011,True,"Inspiring, Beautiful",14:01,https://www.ted.com/talks/joan_halifax
Stunning data visualization in the AlloSphere,JoAnn Kuchera-Morin,Apr 2009,True,"Fascinating, Beautiful",6:27,https://www.ted.com/talks/joann_kuchera_morin_tours_the_allosphere
The brain may be able to repair itself — with help,Jocelyne Bloch,Feb 2016,True,"Informative, Fascinating",11:34,https://www.ted.com/talks/jocelyne_bloch_the_brain_may_be_able_to_repair_itself_with_help
A realistic vision for world peace,Jody Williams,Jan 2011,True,"Inspiring, Persuasive",10:52,https://www.ted.com/talks/jody_williams_a_realistic_vision_for_world_peace
Solving medical mysteries,Joe DeRisi,Jan 2009,True,"Ingenious, Fascinating",16:05,https://www.ted.com/talks/joe_derisi_hunts_the_next_killer_virus
What if 3D printing was 100x faster?,Joseph DeSimone,Mar 2015,True,"Informative, Ingenious",10:45,https://www.ted.com/talks/joe_desimone_what_if_3d_printing_was_25x_faster
How Airbnb designs for trust,Joe Gebbia,Mar 2016,True,"Inspiring, Fascinating",15:51,https://www.ted.com/talks/joe_gebbia_how_airbnb_designs_for_trust
How I beat stage fright,Joe Kowan,Jan 2014,True,"Funny, Inspiring",8:03,https://www.ted.com/talks/joe_kowan_how_i_beat_stage_fright
This gel can make you stop bleeding instantly,Joe Landolina,Nov 2014,True,"Ingenious, Fascinating",5:01,https://www.ted.com/talks/joe_landolina_this_gel_can_make_you_stop_bleeding_instantly
We need nuclear power to solve climate change,Joe Lassiter,Nov 2016,True,"Informative, Persuasive",13:46,https://www.ted.com/talks/joe_lassiter_we_need_nuclear_power_to_solve_climate_change
"Better toilets, better life",Joe Madiath,Jan 2015,True,"Inspiring, Informative",12:07,https://www.ted.com/talks/joe_madiath_better_toilets_better_life
The technology of storytelling,Joe Sabia,Nov 2011,True,"Funny, Ingenious",3:51,https://www.ted.com/talks/joe_sabia_the_technology_of_storytelling
How to use a paper towel,Joe Smith,Apr 2012,True,"Funny, Informative",4:31,https://www.ted.com/talks/joe_smith_how_to_use_a_paper_towel
A message to gay teens: It gets better,Joel Burns,Oct 2010,True,"Courageous, Inspiring",12:55,https://www.ted.com/talks/joel_burns_tells_gay_teens_it_gets_better
"A vehicle built in Africa, for Africa",Joel Jackson,Dec 2017,True,"Inspiring, Informative",8:17,https://www.ted.com/talks/joel_jackson_a_vehicle_built_in_africa_for_africa
Why we need to go back to Mars,Joel Levine,Mar 2010,True,"Fascinating, Informative",16:14,https://www.ted.com/talks/joel_levine
The big-data revolution in healthcare,Joel Selanikio,Jul 2013,True,"Informative, Inspiring",16:18,https://www.ted.com/talks/joel_selanikio_the_surprising_seeds_of_a_big_data_revolution_in_healthcare
An 11-year-old prodigy performs old-school jazz,Joey Alexander,Jun 2015,True,"Beautiful, Fascinating",6:28,https://www.ted.com/talks/joey_alexander_an_11_year_old_prodigy_performs_old_school_jazz
Let the environment guide our development,Johan Rockstrom,Aug 2010,True,"Informative, Persuasive",18:10,https://www.ted.com/talks/johan_rockstrom_let_the_environment_guide_our_development
Everything you think you know about addiction is wrong,Johann Hari,Jul 2015,True,"Inspiring, Informative",14:42,https://www.ted.com/talks/johann_hari_everything_you_think_you_know_about_addiction_is_wrong
Lessons from fashion's free culture,Johanna Blakley,May 2010,True,"Informative, Persuasive",15:36,https://www.ted.com/talks/johanna_blakley_lessons_from_fashion_s_free_culture
Social media and the end of gender,Johanna Blakley,Feb 2011,True,"Informative, Persuasive",8:27,https://www.ted.com/talks/johanna_blakley_social_media_and_the_end_of_gender
"Dance vs. powerpoint, a modest proposal",John Bohannon and Black Label Movement,Nov 2011,True,"Beautiful, Inspiring",11:17,https://www.ted.com/talks/john_bohannon_dance_vs_powerpoint_a_modest_proposal
How architecture can create dignity for all,John Cary,Feb 2018,True,"Inspiring, Informative",13:33,https://www.ted.com/talks/john_cary_how_architecture_can_create_dignity_for_all
Wiring an interactive ocean,John Delaney,Jul 2010,True,"Fascinating, Informative",20:50,https://www.ted.com/talks/john_delaney_wiring_an_interactive_ocean
Salvation (and profit) in greentech,John Doerr,May 2007,True,"Inspiring, Informative",17:52,https://www.ted.com/talks/john_doerr_sees_salvation_and_profit_in_greentech
Walk the earth ... my 17-year vow of silence,John Francis,Nov 2008,True,"Inspiring, Courageous",19:24,https://www.ted.com/talks/john_francis_walks_the_earth
The post-crisis consumer,John Gerzema,Oct 2009,True,"Informative, Inspiring",16:34,https://www.ted.com/talks/john_gerzema_the_post_crisis_consumer
The greatest machine that never was,John Graham-Cumming,Jul 2012,True,"Informative, Fascinating",12:14,https://www.ted.com/talks/john_graham_cumming_the_greatest_machine_that_never_was
The nerd's guide to learning everything online,John Green,Jul 2015,True,"Inspiring, Informative",18:10,https://www.ted.com/talks/john_green_the_nerd_s_guide_to_learning_everything_online
My green school dream,John Hardy,Nov 2010,True,"Inspiring, Beautiful",13:35,https://www.ted.com/talks/john_hardy_my_green_school_dream
We are all designers,John Hockenberry,Jun 2012,True,"Inspiring, Courageous",21:57,https://www.ted.com/talks/john_hockenberry_we_are_all_designers
"Design, explained.",John Hodgman,Jun 2012,True,"Funny, Ingenious",6:23,https://www.ted.com/talks/john_hodgman_design_explained
"Aliens, love — where are they?",John Hodgman,Oct 2008,True,"Funny, Beautiful",16:40,https://www.ted.com/talks/john_hodgman_s_brief_digression
Teaching with the World Peace Game,John Hunter,Apr 2011,True,"Inspiring, Ingenious",19:50,https://www.ted.com/talks/john_hunter_on_the_world_peace_game
How poachers became caretakers,John Kasaona,Jun 2010,True,"Inspiring, Informative",15:46,https://www.ted.com/talks/john_kasaona_from_poachers_to_caretakers
Beautiful new words to describe obscure emotions,John Koenig,Mar 2017,True,"Inspiring, Beautiful",7:28,https://www.ted.com/talks/john_koenig_beautiful_new_words_to_describe_obscure_emotions
A plug for smart power outlets,John La Grou,Jun 2009,True,"Ingenious, Informative",4:12,https://www.ted.com/talks/john_la_grou_plugs_smart_power_outlets_1
"""Redemption Song""",John Legend,Jul 2016,True,"Inspiring, Beautiful",8:38,https://www.ted.com/talks/john_legend_redemption_song
An animated tour of the invisible,John Lloyd,Sep 2012,True,"Funny, Fascinating",8:47,https://www.ted.com/talks/john_lloyd_an_animated_tour_of_the_invisible
An inventory of the invisible,John Lloyd,Sep 2009,True,"Funny, Fascinating",10:24,https://www.ted.com/talks/john_lloyd_inventories_the_invisible
"How art, technology and design inform creative leaders",John Maeda,Oct 2012,True,"Inspiring, Informative",16:41,https://www.ted.com/talks/john_maeda_how_art_technology_and_design_inform_creative_leaders
My journey in design,John Maeda,Jan 2009,True,"Inspiring, Funny",17:06,https://www.ted.com/talks/john_maeda_on_design
Designing for simplicity,John Maeda,Sep 2007,True,"Funny, Inspiring",15:59,https://www.ted.com/talks/john_maeda_on_the_simple_life
4 reasons to learn a new language,John McWhorter,Oct 2016,True,"Inspiring, Informative",10:01,https://www.ted.com/talks/john_mcwhorter_4_reasons_to_learn_a_new_language
Txtng is killing language. JK!!!,John McWhorter,Apr 2013,True,"Informative, Fascinating",13:48,https://www.ted.com/talks/john_mcwhorter_txtng_is_killing_language_jk
Our shared condition — consciousness,John Searle,Jul 2013,True,"Informative, Fascinating",14:59,https://www.ted.com/talks/john_searle_our_shared_condition_consciousness
Pointing to the future of UI,John Underkoffler,Jun 2010,True,"Fascinating, Ingenious",15:22,https://www.ted.com/talks/john_underkoffler_drive_3d_data_with_a_gesture
"Great piano performances, recreated",John Q. Walker,Aug 2008,True,"Fascinating, Ingenious",13:41,https://www.ted.com/talks/john_walker_re_creates_great_performances
Let's pool our medical data,John Wilbanks,Oct 2012,True,"Persuasive, Inspiring",16:25,https://www.ted.com/talks/john_wilbanks_let_s_pool_our_medical_data
The difference between winning and succeeding,John Wooden,Mar 2009,True,"Inspiring, Beautiful",17:36,https://www.ted.com/talks/john_wooden_on_the_difference_between_winning_and_success
Free or cheap Wii Remote hacks,Johnny Lee,Apr 2008,True,"Ingenious, Fascinating",5:40,https://www.ted.com/talks/johnny_lee_demos_wii_remote_hacks
"Want to innovate? Become a ""now-ist""",Joi Ito,Jul 2014,True,"Inspiring, Informative",12:31,https://www.ted.com/talks/joi_ito_want_to_innovate_become_a_now_ist
A circle of caring,Jok Church,Jun 2011,True,"Beautiful, Inspiring",3:33,https://www.ted.com/talks/jok_church_a_circle_of_caring
A dance to honor Mother Earth,"Jon Boogz, Lil Buck, Robin Sanders, Jason Yang and Canku One Star",Aug 2017,True,"Beautiful, Inspiring",9:35,https://www.ted.com/talks/jon_boogz_and_lil_buck_a_dance_to_honor_mother_earth
We should aim for perfection — and stop fearing failure,Jon Bowers,Nov 2017,True,"Inspiring, Persuasive",10:54,https://www.ted.com/talks/jon_bowers_we_should_aim_for_perfection_and_stop_fearing_failure
"The problem with ""trickle-down techonomics""",Jon Gosier,Mar 2015,True,"Informative, Persuasive",6:04,https://www.ted.com/talks/jon_gosier_the_problem_with_trickle_down_techonomics
How the teddy bear taught us compassion,Jon Mooallem,May 2014,True,"Informative, Inspiring",14:16,https://www.ted.com/talks/jon_mooallem_the_strange_story_of_the_teddy_bear_and_what_it_reveals_about_our_relationship_to_animals
Tour the solar system from home,Jon Nguyen,Jun 2012,True,"Fascinating, Informative",7:53,https://www.ted.com/talks/jon_nguyen_tour_the_solar_system_from_home
Strange answers to the psychopath test,Jon Ronson,Aug 2012,True,"Fascinating, Informative",18:01,https://www.ted.com/talks/jon_ronson_strange_answers_to_the_psychopath_test
When online shaming goes too far,Jon Ronson,Jul 2015,True,"Informative, Fascinating",17:11,https://www.ted.com/talks/jon_ronson_what_happens_when_online_shaming_spirals_out_of_control
How to solve traffic jams,Jonas Eliasson,Nov 2012,True,"Informative, Persuasive",8:27,https://www.ted.com/talks/jonas_eliasson_how_to_solve_traffic_jams
In defense of dialogue,Jonas Gahr Støre,Jan 2012,True,"Persuasive, Inspiring",14:58,https://www.ted.com/talks/jonas_gahr_store_in_defense_of_dialogue
Every pollen grain has a story,Jonathan Drori,Apr 2010,True,"Informative, Fascinating",7:12,https://www.ted.com/talks/jonathan_drori_every_pollen_grain_has_a_story
What we think we know,Jonathan Drori,Sep 2008,True,"Informative, Fascinating",12:28,https://www.ted.com/talks/jonathan_drori_on_what_we_think_we_know
The beautiful tricks of flowers,Jonathan Drori,Jul 2011,True,"Beautiful, Fascinating",13:48,https://www.ted.com/talks/jonathan_drori_the_beautiful_tricks_of_flowers
Why we're storing billions of seeds,Jonathan Drori,May 2009,True,"Informative, Fascinating",6:34,https://www.ted.com/talks/jonathan_drori_why_we_re_storing_billions_of_seeds
Meet your microbes,Jonathan Eisen,Jul 2012,True,"Informative, Fascinating",14:23,https://www.ted.com/talks/jonathan_eisen_meet_your_microbes
The other inconvenient truth,Jonathan Foley,Apr 2012,True,"Informative, Persuasive",17:46,https://www.ted.com/talks/jonathan_foley_the_other_inconvenient_truth
Can a divided America heal?,Jonathan Haidt and Chris Anderson,Nov 2016,True,"Informative, Inspiring",20:17,https://www.ted.com/talks/jonathan_haidt_can_a_divided_america_heal
How common threats can make common (political) ground,Jonathan Haidt,Jan 2013,True,"Persuasive, Informative",20:01,https://www.ted.com/talks/jonathan_haidt_how_common_threats_can_make_common_political_ground
"Religion, evolution, and the ecstasy of self-transcendence",Jonathan Haidt,Mar 2012,True,"Inspiring, Fascinating",18:16,https://www.ted.com/talks/jonathan_haidt_humanity_s_stairway_to_self_transcendence
The moral roots of liberals and conservatives,Jonathan Haidt,Sep 2008,True,"Informative, Persuasive",18:42,https://www.ted.com/talks/jonathan_haidt_on_the_moral_mind
The web as art,Jonathan Harris,Jul 2008,True,"Inspiring, Beautiful",20:29,https://www.ted.com/talks/jonathan_harris_collects_stories
The Web's secret stories,Jonathan Harris,Jul 2007,True,"Fascinating, Ingenious",17:10,https://www.ted.com/talks/jonathan_harris_tells_the_web_s_secret_stories
Photos that changed the world,Jonathan Klein,Apr 2010,True,"Inspiring, Persuasive",6:02,https://www.ted.com/talks/jonathan_klein_photos_that_changed_the_world
In praise of conflict,Jonathan Marks,Apr 2017,True,"Informative, Persuasive",14:56,https://www.ted.com/talks/jonathan_marks_in_praise_of_conflict
A robot that eats pollution,Jonathan Rossiter,Feb 2017,True,"Informative, Fascinating",14:10,https://www.ted.com/talks/jonathan_rossiter_a_robot_that_eats_pollution
The risky politics of progress,Jonathan Tepperman,Sep 2016,True,"Inspiring, Informative",18:16,https://www.ted.com/talks/jonathan_tepperman_the_risky_politics_of_progress
Energy from floating algae pods,Jonathan Trent,Sep 2012,True,"Ingenious, Informative",14:45,https://www.ted.com/talks/jonathan_trent_energy_from_floating_algae_pods
The Web as random acts of kindness,Jonathan Zittrain,Sep 2009,True,"Inspiring, Funny",19:51,https://www.ted.com/talks/jonathan_zittrain_the_web_is_a_random_act_of_kindness
"Poetry, music and identity",Jorge Drexler,May 2017,True,"Beautiful, Inspiring",16:40,https://www.ted.com/talks/jorge_drexler_poetry_music_and_identity
Why journalists have an obligation to challenge power,Jorge Ramos,Jul 2017,True,"Courageous, Inspiring",14:30,https://www.ted.com/talks/jorge_ramos_why_journalists_have_an_obligation_to_challenge_power
The future of early cancer detection?,Jorge Soto,Oct 2014,True,"Inspiring, Ingenious",11:17,https://www.ted.com/talks/jorge_soto_the_future_of_early_cancer_detection
The El Sistema music revolution,José Antonio Abreu,Feb 2009,True,"Inspiring, Beautiful",16:58,https://www.ted.com/talks/jose_abreu_on_kids_transformed_by_music
How a team of chefs fed Puerto Rico after Hurricane Maria,José Andrés,Apr 2018,True,"Inspiring, Ingenious",21:53,https://www.ted.com/talks/jose_andres_how_a_team_of_chefs_fed_puerto_rico_after_hurricane_maria
Beethoven the businessman,José Bowen,May 2012,True,"Informative, Fascinating",12:49,https://www.ted.com/talks/jose_bowen_beethoven_the_businessman
How Christmas lights helped guerrillas put down their guns,Jose Miguel Sokoloff,Dec 2014,True,"Inspiring, Beautiful",14:22,https://www.ted.com/talks/jose_miguel_sokoloff_how_christmas_lights_helped_guerrillas_put_down_their_guns
The family I lost in North Korea. And the family I gained.,Joseph Kim,Jun 2013,True,"Inspiring, Courageous",21:23,https://www.ted.com/talks/joseph_kim_the_family_i_lost_in_north_korea_and_the_family_i_gained
A parable for Kenya,Joseph Lekuton,Feb 2008,True,"Inspiring, Courageous",5:26,https://www.ted.com/talks/joseph_lekuton_tells_a_parable_for_kenya
Global power shifts,Joseph Nye,Oct 2010,True,"Informative, Persuasive",18:15,https://www.ted.com/talks/joseph_nye_on_global_power_shifts
What consumers want,Joseph Pine,Jan 2009,True,"Informative, Inspiring",14:19,https://www.ted.com/talks/joseph_pine_on_what_consumers_want
How barbershops can keep men healthy,Joseph Ravenell,May 2016,True,"Inspiring, Informative",13:08,https://www.ted.com/talks/joseph_ravenell_how_barbershops_can_keep_men_healthy
How computers learn to recognize objects instantly,Joseph Redmon,Aug 2017,True,"Informative, Fascinating",7:37,https://www.ted.com/talks/joseph_redmon_how_a_computer_learns_to_recognize_objects_instantly
Ending hunger now,Josette Sheeran,Jul 2011,True,"Inspiring, Persuasive",19:10,https://www.ted.com/talks/josette_sheeran_ending_hunger_now
Why sneakers are a great investment,Josh Luber,Nov 2015,True,"Informative, Fascinating",11:51,https://www.ted.com/talks/josh_luber_why_sneakers_are_a_great_investment
Adjustable liquid-filled eyeglasses,Joshua Silver,Sep 2009,True,"Ingenious, Inspiring",5:34,https://www.ted.com/talks/josh_silver_demos_adjustable_liquid_filled_eyeglasses
Feats of memory anyone can do,Joshua Foer,May 2012,True,"Inspiring, Fascinating",20:28,https://www.ted.com/talks/joshua_foer_feats_of_memory_anyone_can_do
A thought experiment on the intelligence of crows,Joshua Klein,May 2008,True,"Fascinating, Ingenious",10:06,https://www.ted.com/talks/joshua_klein_on_the_intelligence_of_crows
In search of the man who broke my neck,Joshua Prager,Apr 2013,True,"Inspiring, Courageous",18:30,https://www.ted.com/talks/joshua_prager_in_search_for_the_man_who_broke_my_neck
Wisdom from great writers on every year of life,Joshua Prager,Apr 2016,True,"Inspiring, Beautiful",6:01,https://www.ted.com/talks/joshua_prager_wisdom_from_great_writers_on_every_year_of_life
Building a theater that remakes itself,Joshua Prince-Ramus,Jan 2010,True,"Ingenious, Inspiring",18:42,https://www.ted.com/talks/joshua_prince_ramus_building_a_theater_that_remakes_itself
Behind the design of Seattle's library,Joshua Prince-Ramus,Jul 2006,True,"Ingenious, Inspiring",19:58,https://www.ted.com/talks/joshua_prince_ramus_on_seattle_s_library
New nanotech to detect cancer early,Joshua Smith,Feb 2017,True,"Informative, Inspiring",12:26,https://www.ted.com/talks/joshua_smith_new_nanotech_to_catch_cancer_early
On being just crazy enough,Joshua Walters,Jun 2011,True,"Courageous, Inspiring",5:51,https://www.ted.com/talks/joshua_walters_on_being_just_crazy_enough
How I'm fighting bias in algorithms,Joy Buolamwini,Mar 2017,True,"Informative, Inspiring",8:44,https://www.ted.com/talks/joy_buolamwini_how_i_m_fighting_bias_in_algorithms
Should you donate differently?,Joy Sun,Oct 2014,True,"Informative, Inspiring",7:35,https://www.ted.com/talks/joy_sun_should_you_donate_differently
Information is food,JP Rangaswami,May 2012,True,"Informative, Fascinating",8:08,https://www.ted.com/talks/jp_rangaswami_information_is_food
One year of turning the world inside out,JR,May 2012,True,"Inspiring, Beautiful",6:31,https://www.ted.com/talks/jr_one_year_of_turning_the_world_inside_out
My wish: Use art to turn the world inside out,JR,Mar 2011,True,"Inspiring, Beautiful",24:09,https://www.ted.com/talks/jr_s_ted_prize_wish_use_art_to_turn_the_world_inside_out
"Your online life, permanent as a tattoo",Juan Enriquez,May 2013,True,"Informative, Persuasive",5:57,https://www.ted.com/talks/juan_enriquez_how_to_think_about_digital_tattoos
The life code that will reshape the future,Juan Enriquez,Apr 2007,True,"Informative, Fascinating",22:20,https://www.ted.com/talks/juan_enriquez_on_genomics_and_our_future
The next species of human,Juan Enriquez,Feb 2009,True,"Fascinating, Informative",18:50,https://www.ted.com/talks/juan_enriquez_shares_mindboggling_new_science
Using biology to rethink the energy challenge,Juan Enriquez,Nov 2007,True,"Persuasive, Informative",18:10,https://www.ted.com/talks/juan_enriquez_wants_to_grow_energy
We can reprogram life. How to do it wisely,Juan Enriquez,Apr 2016,True,"Informative, Fascinating",14:49,https://www.ted.com/talks/juan_enriquez_we_can_reprogram_life_how_to_do_it_wisely
What will humans look like in 100 years?,Juan Enriquez,Nov 2016,True,"Fascinating, Informative",15:45,https://www.ted.com/talks/juan_enriquez_what_will_humans_look_like_in_100_years
Will our kids be a different species?,Juan Enriquez,Jun 2012,True,"Fascinating, Informative",16:48,https://www.ted.com/talks/juan_enriquez_will_our_kids_be_a_different_species
Why women should tell the stories of humanity,Jude Kelly,Mar 2017,True,"Inspiring, Persuasive",13:22,https://www.ted.com/talks/jude_kelly_why_women_should_tell_the_stories_of_humanity
Our fight for disability rights — and why we're not done yet,Judith Heumann,Mar 2018,True,"Inspiring, Courageous",17:10,https://www.ted.com/talks/judith_heumann_our_fight_for_disability_rights_and_why_we_re_not_done_yet
A simple way to break a bad habit,Judson Brewer,Feb 2016,True,"Informative, Inspiring",9:24,https://www.ted.com/talks/judson_brewer_a_simple_way_to_break_a_bad_habit
Prepare for a good end of life,Judy MacDonald Johnston,May 2013,True,"Informative, Inspiring",6:03,https://www.ted.com/talks/judy_macdonald_johnston_prepare_for_a_good_end_of_life
Pay attention to nonviolence,Julia Bacha,Aug 2011,True,"Inspiring, Persuasive",10:51,https://www.ted.com/talks/julia_bacha
How women wage conflict without violence,Julia Bacha,Aug 2016,True,"Inspiring, Informative",12:27,https://www.ted.com/talks/julia_bacha_how_women_wage_conflict_without_violence
Why you think you're right — even if you're wrong,Julia Galef,Jun 2016,True,"Inspiring, Informative",11:37,https://www.ted.com/talks/julia_galef_why_you_think_you_re_right_even_if_you_re_wrong
"It's time for ""The Talk""",Julia Sweeney,May 2010,True,"Funny, Ingenious",5:16,https://www.ted.com/talks/julia_sweeney_has_the_talk
Letting go of God,Julia Sweeney,Jul 2006,True,"Funny, Courageous",16:32,https://www.ted.com/talks/julia_sweeney_on_letting_go_of_god
Why the world needs WikiLeaks,Julian Assange,Jul 2010,True,"Courageous, Inspiring",19:33,https://www.ted.com/talks/julian_assange_why_the_world_needs_wikileaks
Is there a real you?,Julian Baggini,Jan 2012,True,"Inspiring, Fascinating",11:59,https://www.ted.com/talks/julian_baggini_is_there_a_real_you
5 ways to listen better,Julian Treasure,Jul 2011,True,"Inspiring, Informative",7:50,https://www.ted.com/talks/julian_treasure_5_ways_to_listen_better
How to speak so that people want to listen,Julian Treasure,Jun 2014,True,"Informative, Inspiring",9:58,https://www.ted.com/talks/julian_treasure_how_to_speak_so_that_people_want_to_listen
Shh! Sound health in 8 steps,Julian Treasure,Sep 2010,True,"Informative, Persuasive",7:14,https://www.ted.com/talks/julian_treasure_shh_sound_health_in_8_steps
The 4 ways sound affects us,Julian Treasure,Oct 2009,True,"Informative, Fascinating",5:46,https://www.ted.com/talks/julian_treasure_the_4_ways_sound_affects_us
Why architects need to use their ears,Julian Treasure,Sep 2012,True,"Informative, Persuasive",9:51,https://www.ted.com/talks/julian_treasure_why_architects_need_to_use_their_ears
The fight to end rare-animal trafficking in Brazil,Juliana Machado Ferreira,Mar 2010,True,"Informative, Inspiring",5:34,https://www.ted.com/talks/juliana_machado_ferreira
"Meet BRCK, Internet access built for Africa",Juliana Rotich,Jun 2013,True,"Inspiring, Ingenious",9:33,https://www.ted.com/talks/juliana_rotich_meet_brck_internet_access_built_for_africa
4 lessons in creativity,Julie Burstein,Nov 2012,True,"Inspiring, Beautiful",17:20,https://www.ted.com/talks/julie_burstein_4_lessons_in_creativity
How to raise successful kids — without over-parenting,Julie Lythcott-Haims,Sep 2016,True,"Inspiring, Persuasive",14:16,https://www.ted.com/talks/julie_lythcott_haims_how_to_raise_successful_kids_without_over_parenting
"Spider-Man, The Lion King and life on the creative edge",Julie Taymor,Jul 2013,True,"Beautiful, Fascinating",18:28,https://www.ted.com/talks/julie_taymor_spider_man_the_lion_king_and_life_on_the_creative_edge
Future tech will give you the benefits of city life anywhere,Julio Gil,Sep 2017,True,"Inspiring, Informative",11:07,https://www.ted.com/talks/julio_gil_future_tech_will_give_you_the_benefits_of_city_life_anywhere
How digital DNA could help you make better health choices,Jun Wang,Sep 2017,True,"Informative, Inspiring",14:54,https://www.ted.com/talks/jun_wang_how_digital_dna_could_help_you_make_better_health_choices
The laws that sex workers really want,Juno Mac,May 2016,True,"Courageous, Informative",17:50,https://www.ted.com/talks/juno_mac_the_laws_that_sex_workers_really_want
Just how small is an atom?,Jon Bergmann,Apr 2012,True,"Informative, Fascinating",5:27,https://www.ted.com/talks/just_how_small_is_an_atom
"Why I'm done trying to be ""man enough""",Justin Baldoni,Dec 2017,True,"Inspiring, Courageous",18:31,https://www.ted.com/talks/justin_baldoni_why_i_m_done_trying_to_be_man_enough
Why glass towers are bad for city life — and what we need instead,Justin Davidson,Jun 2017,True,"Informative, Persuasive",12:39,https://www.ted.com/talks/justin_davidson_why_shiny_glass_towers_are_bad_for_city_life
Freeing energy from the grid,Justin Hall-Tipping,Oct 2011,True,"Inspiring, Ingenious",12:45,https://www.ted.com/talks/justin_hall_tipping_freeing_energy_from_the_grid
How to make peace? Get angry,Kailash Satyarthi,Apr 2015,True,"Inspiring, Courageous",18:29,https://www.ted.com/talks/kailash_satyarthi_how_to_make_peace_get_angry
A girl who demanded school,Kakenya Ntaiya,Mar 2013,True,"Inspiring, Courageous",15:16,https://www.ted.com/talks/kakenya_ntaiya_a_girl_who_demanded_school
A musical escape into a world of light and color,Kaki King,Nov 2015,True,"Beautiful, Fascinating",11:31,https://www.ted.com/talks/kaki_king_a_musical_escape_into_a_world_of_light_and_color
"Playing ""Pink Noise"" on guitar",Kaki King,May 2009,True,"Beautiful, Fascinating",14:49,https://www.ted.com/talks/kaki_king_rocks_out_to_pink_noise
How to grow fresh air,Kamal Meattle,Mar 2009,True,"Informative, Inspiring",4:04,https://www.ted.com/talks/kamal_meattle_on_how_to_grow_your_own_fresh_air
Success stories from Kenya's first makerspace,Kamau Gachigi,Dec 2017,True,"Inspiring, Informative",13:19,https://www.ted.com/talks/kamau_gachigi_success_stories_from_kenya_s_first_makerspace
How America's public schools keep kids in poverty,Kandice Sumner,Nov 2016,True,"Inspiring, Informative",13:50,https://www.ted.com/talks/kandice_sumner_how_america_s_public_schools_keep_kids_in_poverty
Can you really tell if a kid is lying?,Kang Lee,May 2016,True,"Informative, Fascinating",13:36,https://www.ted.com/talks/kang_lee_can_you_really_tell_if_a_kid_is_lying
